timestamp_ms,pwm_us,adc_raw,throttle_pct,esc_type,system_state
8844,1500,1023,0,BI,DISARMED
8915,1500,1023,0,BI,DISARMED
8987,1500,1023,0,BI,DISARMED
9059,1500,1023,0,BI,DISARMED
9131,1500,1023,0,BI,DISARMED
9202,1500,1023,0,BI,DISARMED
9274,1500,1023,0,BI,DISARMED
9345,1500,1023,0,BI,DISARMED
9416,1500,1023,0,BI,DISARMED
9488,1500,1023,0,BI,DISARMED
9560,1500,1023,0,BI,DISARMED
9631,1500,1023,0,BI,DISARMED
9703,1500,1023,0,BI,DISARMED
9775,1500,1023,0,BI,DISARMED
9846,1500,1023,0,BI,DISARMED
9917,1500,1023,0,BI,DISARMED
9989,1500,1023,0,BI,DISARMED
10060,1500,1023,0,BI,DISARMED
10132,1500,1023,0,BI,DISARMED
10204,1500,1023,0,BI,DISARMED
10275,1500,1023,0,BI,DISARMED
10347,1500,1023,0,BI,DISARMED
10419,1500,1023,0,BI,DISARMED
10490,1500,1011,0,BI,DISARMED
10562,1500,979,0,BI,DISARMED
10634,1500,948,0,BI,DISARMED
10705,1500,916,0,BI,DISARMED
10776,1500,882,0,BI,DISARMED
10848,1500,847,0,BI,DISARMED
10919,1500,812,0,BI,DISARMED
10991,1500,778,0,BI,DISARMED
11063,1500,747,0,BI,DISARMED
11134,1500,716,0,BI,DISARMED
11206,1500,688,0,BI,DISARMED
11278,1500,661,0,BI,DISARMED
11348,1500,633,0,BI,DISARMED
11420,1500,609,0,BI,DISARMED
11492,1500,581,0,BI,DISARMED
11564,1500,556,0,BI,DISARMED
11635,1500,529,0,BI,DISARMED
11707,1500,505,0,BI,DISARMED
11779,1500,480,0,BI,DISARMED
11850,1500,453,0,BI,DISARMED
11921,1500,428,0,BI,DISARMED
11993,1500,403,0,BI,DISARMED
12064,1500,380,0,BI,DISARMED
12136,1500,355,0,BI,DISARMED
12208,1500,331,0,BI,DISARMED
12279,1500,307,0,BI,DISARMED
12351,1500,284,0,BI,DISARMED
12423,1500,261,0,BI,DISARMED
12493,1500,237,0,BI,DISARMED
12565,1500,212,0,BI,DISARMED
12637,1500,189,0,BI,DISARMED
12708,1500,164,0,BI,DISARMED
12780,1500,141,0,BI,DISARMED
12852,1500,118,0,BI,DISARMED
12923,1500,93,0,BI,DISARMED
12995,1500,74,0,BI,DISARMED
13066,1500,52,0,BI,DISARMED
13144,1500,32,-94,BI,WAITING_NEUTRAL
13221,1500,11,-98,BI,WAITING_NEUTRAL
13299,1500,0,-100,BI,WAITING_NEUTRAL
13377,1500,0,-100,BI,WAITING_NEUTRAL
13455,1500,0,-100,BI,WAITING_NEUTRAL
13533,1500,0,-100,BI,WAITING_NEUTRAL
13612,1500,0,-100,BI,WAITING_NEUTRAL
13689,1500,0,-100,BI,WAITING_NEUTRAL
13767,1500,0,-100,BI,WAITING_NEUTRAL
13845,1500,0,-100,BI,WAITING_NEUTRAL
13924,1500,0,-100,BI,WAITING_NEUTRAL
14002,1500,0,-100,BI,WAITING_NEUTRAL
14080,1500,0,-100,BI,WAITING_NEUTRAL
14157,1500,0,-100,BI,WAITING_NEUTRAL
14235,1500,0,-100,BI,WAITING_NEUTRAL
14314,1500,0,-100,BI,WAITING_NEUTRAL
14392,1500,0,-100,BI,WAITING_NEUTRAL
14470,1500,0,-100,BI,WAITING_NEUTRAL
14547,1500,0,-100,BI,WAITING_NEUTRAL
14626,1500,0,-100,BI,WAITING_NEUTRAL
14704,1500,0,-100,BI,WAITING_NEUTRAL
14782,1500,0,-100,BI,WAITING_NEUTRAL
14860,1500,0,-100,BI,WAITING_NEUTRAL
14939,1500,0,-100,BI,WAITING_NEUTRAL
15016,1500,0,-100,BI,WAITING_NEUTRAL
15094,1500,0,-100,BI,WAITING_NEUTRAL
15172,1500,0,-100,BI,WAITING_NEUTRAL
15250,1500,0,-100,BI,WAITING_NEUTRAL
15329,1500,0,-100,BI,WAITING_NEUTRAL
15407,1500,0,-100,BI,WAITING_NEUTRAL
